case_id,event_id,activity
36,C,Document Verification
36,I,Manual Review
36,B,Credit Check
36,C,Document Verification
36,B,Credit Check
36,C,Document Verification
36,D,Risk Assessment
36,C,Document Verification
36,D,Risk Assessment
36,D,Risk Assessment
36,E,Loan Approval
36,G,Notify Customer
36,H,Archive Case
37,A,Register Application
37,B,Credit Check
37,C,Document Verification
37,B,Credit Check
37,C,Document Verification
37,D,Risk Assessment
37,B,Credit Check
37,C,Document Verification
37,D,Risk Assessment
37,B,Credit Check
37,C,Document Verification
37,D,Risk Assessment
37,E,Loan Approval
37,G,Notify Customer
37,H,Archive Case
38,A,Register Application
38,B,Credit Check
38,C,Document Verification
38,I,Manual Review
38,C,Document Verification
38,D,Risk Assessment
38,B,Credit Check
38,C,Document Verification
38,D,Risk Assessment
38,B,Credit Check
38,C,Document Verification
38,D,Risk Assessment
38,D,Risk Assessment
38,F,Loan Rejection
38,G,Notify Customer
38,H,Archive Case
39,A,Register Application
39,G,Notify Customer
39,H,Archive Case
40,A,Register Application
40,C,Document Verification
40,B,Credit Check
40,B,Credit Check
40,C,Document Verification
40,D,Risk Assessment
40,B,Credit Check
40,C,Document Verification
40,D,Risk Assessment
40,C,Document Verification
40,D,Risk Assessment
40,E,Loan Approval
40,G,Notify Customer
40,H,Archive Case
41,A,Register Application
41,NOISE_01,NOISE_01
41,H,Archive Case
41,G,Notify Customer
41,NOISE_ERR,NOISE_ERR
42,A,Register Application
42,C,Document Verification
42,B,Credit Check
42,I,Manual Review
42,B,Credit Check
42,C,Document Verification
42,D,Risk Assessment
42,B,Credit Check
42,C,Document Verification
42,D,Risk Assessment
42,B,Credit Check
42,D,Risk Assessment
42,D,Risk Assessment
42,F,Loan Rejection
42,G,Notify Customer
42,H,Archive Case
43,A,Register Application
43,G,Notify Customer
43,NOISE_03,NOISE_03
43,H,Archive Case
44,A,Register Application
44,C,Document Verification
44,B,Credit Check
44,B,Credit Check
44,C,Document Verification
44,D,Risk Assessment
44,C,Document Verification
44,D,Risk Assessment
44,D,Risk Assessment
44,D,Risk Assessment
44,E,Loan Approval
44,G,Notify Customer
44,H,Archive Case
45,A,Register Application
45,B,Credit Check
45,C,Document Verification
45,B,Credit Check
45,C,Document Verification
45,D,Risk Assessment
45,B,Credit Check
45,D,Risk Assessment
45,B,Credit Check
45,C,Document Verification
45,D,Risk Assessment
45,D,Risk Assessment
45,E,Loan Approval
45,G,Notify Customer
45,H,Archive Case
46,NOISE_03,NOISE_03
46,A,Register Application
46,C,Document Verification
46,B,Credit Check
46,NOISE_02,NOISE_02
46,B,Credit Check
46,C,Document Verification
46,B,Credit Check
46,B,Credit Check
46,C,Document Verification
46,D,Risk Assessment
46,F,Loan Rejection
46,D,Risk Assessment
46,H,Archive Case
47,A,Register Application
47,B,Credit Check
47,B,Credit Check
47,C,Document Verification
47,D,Risk Assessment
47,B,Credit Check
47,C,Document Verification
47,D,Risk Assessment
47,D,Risk Assessment
47,D,Risk Assessment
47,E,Loan Approval
47,H,Archive Case
48,A,Register Application
48,C,Document Verification
48,B,Credit Check
48,B,Credit Check
48,C,Document Verification
48,D,Risk Assessment
48,B,Credit Check
48,C,Document Verification
48,D,Risk Assessment
48,B,Credit Check
48,C,Document Verification
48,D,Risk Assessment
48,D,Risk Assessment
48,E,Loan Approval
48,G,Notify Customer
48,H,Archive Case
49,A,Register Application
49,G,Notify Customer
49,H,Archive Case
50,A,Register Application
50,C,Document Verification
50,B,Credit Check
50,C,Document Verification
50,D,Risk Assessment
50,B,Credit Check
50,C,Document Verification
50,D,Risk Assessment
50,B,Credit Check
50,C,Document Verification
50,D,Risk Assessment
50,E,Loan Approval
50,G,Notify Customer
50,H,Archive Case
51,A,Register Application
51,B,Credit Check
51,C,Document Verification
51,B,Credit Check
51,C,Document Verification
51,D,Risk Assessment
51,C,Document Verification
51,D,Risk Assessment
51,E,Loan Approval
51,H,Archive Case
52,A,Register Application
52,B,Credit Check
52,B,Credit Check
52,C,Document Verification
52,D,Risk Assessment
52,B,Credit Check
52,D,Risk Assessment
52,B,Credit Check
52,C,Document Verification
52,D,Risk Assessment
52,D,Risk Assessment
52,F,Loan Rejection
52,G,Notify Customer
52,H,Archive Case
53,A,Register Application
53,B,Credit Check
53,C,Document Verification
53,B,Credit Check
53,C,Document Verification
53,B,Credit Check
53,C,Document Verification
53,B,Credit Check
53,C,Document Verification
53,D,Risk Assessment
53,D,Risk Assessment
53,E,Loan Approval
53,H,Archive Case
54,A,Register Application
54,C,Document Verification
54,B,Credit Check
54,B,Credit Check
54,D,Risk Assessment
54,B,Credit Check
54,C,Document Verification
54,D,Risk Assessment
54,C,Document Verification
54,D,Risk Assessment
54,D,Risk Assessment
54,E,Loan Approval
54,G,Notify Customer
54,H,Archive Case
55,A,Register Application
55,B,Credit Check
55,B,Credit Check
55,C,Document Verification
55,D,Risk Assessment
55,D,Risk Assessment
55,B,Credit Check
55,C,Document Verification
55,D,Risk Assessment
55,D,Risk Assessment
55,E,Loan Approval
55,G,Notify Customer
55,H,Archive Case
56,A,Register Application
56,B,Credit Check
56,C,Document Verification
56,B,Credit Check
56,C,Document Verification
56,D,Risk Assessment
56,B,Credit Check
56,C,Document Verification
56,B,Credit Check
56,C,Document Verification
56,G,Notify Customer
56,H,Archive Case
57,A,Register Application
57,B,Credit Check
57,C,Document Verification
57,D,Risk Assessment
57,B,Credit Check
57,C,Document Verification
57,D,Risk Assessment
57,B,Credit Check
57,C,Document Verification
57,D,Risk Assessment
57,E,Loan Approval
57,G,Notify Customer
57,H,Archive Case
58,A,Register Application
58,G,Notify Customer
58,H,Archive Case
59,A,Register Application
59,B,Credit Check
59,C,Document Verification
59,I,Manual Review
59,C,Document Verification
59,D,Risk Assessment
59,B,Credit Check
59,C,Document Verification
59,D,Risk Assessment
59,B,Credit Check
59,D,Risk Assessment
59,D,Risk Assessment
59,F,Loan Rejection
59,H,Archive Case
60,A,Register Application
60,B,Credit Check
60,B,Credit Check
60,C,Document Verification
60,D,Risk Assessment
60,C,Document Verification
60,D,Risk Assessment
60,C,Document Verification
60,D,Risk Assessment
60,D,Risk Assessment
60,E,Loan Approval
60,G,Notify Customer
60,H,Archive Case
61,A,Register Application
61,C,Document Verification
61,B,Credit Check
61,B,Credit Check
61,C,Document Verification
61,D,Risk Assessment
61,B,Credit Check
61,C,Document Verification
61,B,Credit Check
61,C,Document Verification
61,D,Risk Assessment
61,D,Risk Assessment
61,E,Loan Approval
61,G,Notify Customer
61,H,Archive Case
62,A,Register Application
62,C,Document Verification
62,B,Credit Check
62,B,Credit Check
62,C,Document Verification
62,B,Credit Check
62,C,Document Verification
62,D,Risk Assessment
62,E,Loan Approval
62,H,Archive Case
63,A,Register Application
63,B,Credit Check
63,I,Manual Review
63,B,Credit Check
63,C,Document Verification
63,D,Risk Assessment
63,B,Credit Check
63,C,Document Verification
63,D,Risk Assessment
63,B,Credit Check
63,C,Document Verification
63,D,Risk Assessment
63,E,Loan Approval
63,H,Archive Case
64,A,Register Application
64,B,Credit Check
64,I,Manual Review
64,D,Risk Assessment
64,B,Credit Check
64,C,Document Verification
64,D,Risk Assessment
64,C,Document Verification
64,D,Risk Assessment
64,D,Risk Assessment
64,E,Loan Approval
64,H,Archive Case
65,A,Register Application
65,C,Document Verification
65,B,Credit Check
65,B,Credit Check
65,C,Document Verification
65,D,Risk Assessment
65,C,Document Verification
65,D,Risk Assessment
65,C,Document Verification
65,D,Risk Assessment
65,G,Notify Customer
65,H,Archive Case
66,A,Register Application
66,C,Document Verification
66,B,Credit Check
66,B,Credit Check
66,C,Document Verification
66,B,Credit Check
66,C,Document Verification
66,D,Risk Assessment
66,D,Risk Assessment
66,E,Loan Approval
66,G,Notify Customer
66,H,Archive Case
67,A,Register Application
67,G,Notify Customer
67,H,Archive Case
68,A,Register Application
68,B,Credit Check
68,C,Document Verification
68,C,Document Verification
68,D,Risk Assessment
68,B,Credit Check
68,B,Credit Check
68,C,Document Verification
68,C,Document Verification
68,NOISE_03,NOISE_03
68,NOISE_ERR,NOISE_ERR
68,D,Risk Assessment
68,D,Risk Assessment
68,E,Loan Approval
68,G,Notify Customer
68,H,Archive Case
69,A,Register Application
69,G,Notify Customer
69,H,Archive Case
70,A,Register Application
70,B,Credit Check
70,C,Document Verification
70,I,Manual Review
70,B,Credit Check
70,C,Document Verification
70,D,Risk Assessment
70,B,Credit Check
70,C,Document Verification
70,D,Risk Assessment
70,C,Document Verification
70,D,Risk Assessment
70,H,Archive Case
71,A,Register Application
71,C,Document Verification
71,B,Credit Check
71,C,Document Verification
71,D,Risk Assessment
71,B,Credit Check
71,D,Risk Assessment
71,B,Credit Check
71,D,Risk Assessment
71,G,Notify Customer
71,H,Archive Case
72,A,Register Application
72,G,Notify Customer
72,H,Archive Case
73,A,Register Application
73,B,Credit Check
73,C,Document Verification
73,B,Credit Check
73,C,Document Verification
73,NOISE_ERR,NOISE_ERR
73,NOISE_02,NOISE_02
73,D,Risk Assessment
73,B,Credit Check
73,C,Document Verification
73,D,Risk Assessment
73,D,Risk Assessment
73,G,Notify Customer
73,D,Risk Assessment
73,H,Archive Case
74,A,Register Application
74,B,Credit Check
74,B,Credit Check
74,C,Document Verification
74,B,Credit Check
74,C,Document Verification
74,D,Risk Assessment
74,B,Credit Check
74,C,Document Verification
74,D,Risk Assessment
74,D,Risk Assessment
74,G,Notify Customer
74,H,Archive Case
75,A,Register Application
75,B,Credit Check
75,C,Document Verification
75,B,Credit Check
75,C,Document Verification
75,D,Risk Assessment
75,B,Credit Check
75,C,Document Verification
75,D,Risk Assessment
75,B,Credit Check
75,D,Risk Assessment
75,D,Risk Assessment
75,E,Loan Approval
75,G,Notify Customer
75,H,Archive Case
76,A,Register Application
76,B,Credit Check
76,C,Document Verification
76,D,Risk Assessment
76,B,Credit Check
76,C,Document Verification
76,D,Risk Assessment
76,B,Credit Check
76,C,Document Verification
76,D,Risk Assessment
76,D,Risk Assessment
76,F,Loan Rejection
76,G,Notify Customer
76,H,Archive Case
77,A,Register Application
77,B,Credit Check
77,B,Credit Check
77,C,Document Verification
77,D,Risk Assessment
77,C,Document Verification
77,D,Risk Assessment
77,C,Document Verification
77,D,Risk Assessment
77,D,Risk Assessment
77,E,Loan Approval
77,G,Notify Customer
77,H,Archive Case
78,A,Register Application
78,C,Document Verification
78,I,Manual Review
78,B,Credit Check
78,C,Document Verification
78,D,Risk Assessment
78,B,Credit Check
78,C,Document Verification
78,D,Risk Assessment
78,B,Credit Check
78,C,Document Verification
78,D,Risk Assessment
78,NOISE_02,NOISE_02
78,E,Loan Approval
78,G,Notify Customer
78,H,Archive Case
79,A,Register Application
79,C,Document Verification
79,B,Credit Check
79,B,Credit Check
79,C,Document Verification
79,D,Risk Assessment
79,C,Document Verification
79,D,Risk Assessment
79,B,Credit Check
79,C,Document Verification
79,D,Risk Assessment
79,D,Risk Assessment
79,F,Loan Rejection
79,H,Archive Case
80,A,Register Application
80,B,Credit Check
80,C,Document Verification
80,C,Document Verification
80,B,Credit Check
80,NOISE_02,NOISE_02
80,D,Risk Assessment
80,C,Document Verification
80,B,Credit Check
80,D,Risk Assessment
80,B,Credit Check
80,D,Risk Assessment
80,NOISE_01,NOISE_01
80,E,Loan Approval
80,G,Notify Customer
80,H,Archive Case
81,A,Register Application
81,C,Document Verification
81,C,Document Verification
81,D,Risk Assessment
81,D,Risk Assessment
81,B,Credit Check
81,C,Document Verification
81,D,Risk Assessment
81,D,Risk Assessment
81,E,Loan Approval
81,G,Notify Customer
81,H,Archive Case
82,A,Register Application
82,G,Notify Customer
82,H,Archive Case
83,A,Register Application
83,B,Credit Check
83,C,Document Verification
83,B,Credit Check
83,NOISE_SYS,NOISE_SYS
83,C,Document Verification
83,B,Credit Check
83,NOISE_01,NOISE_01
83,C,Document Verification
83,D,Risk Assessment
83,B,Credit Check
83,C,Document Verification
83,D,Risk Assessment
83,D,Risk Assessment
83,E,Loan Approval
83,G,Notify Customer
83,H,Archive Case
84,A,Register Application
84,C,Document Verification
84,B,Credit Check
84,B,Credit Check
84,C,Document Verification
84,D,Risk Assessment
84,B,Credit Check
84,C,Document Verification
84,D,Risk Assessment
84,B,Credit Check
84,C,Document Verification
84,D,Risk Assessment
84,D,Risk Assessment
84,G,Notify Customer
84,H,Archive Case
85,A,Register Application
85,C,Document Verification
85,B,Credit Check
85,C,Document Verification
85,D,Risk Assessment
85,B,Credit Check
85,C,Document Verification
85,D,Risk Assessment
85,B,Credit Check
85,C,Document Verification
85,D,Risk Assessment
85,D,Risk Assessment
85,F,Loan Rejection
85,G,Notify Customer
85,H,Archive Case
86,A,Register Application
86,B,Credit Check
86,B,Credit Check
86,C,Document Verification
86,D,Risk Assessment
86,B,Credit Check
86,C,Document Verification
86,B,Credit Check
86,C,Document Verification
86,D,Risk Assessment
86,D,Risk Assessment
86,E,Loan Approval
86,G,Notify Customer
86,H,Archive Case
87,A,Register Application
87,H,Archive Case
88,A,Register Application
88,B,Credit Check
88,B,Credit Check
88,C,Document Verification
88,D,Risk Assessment
88,B,Credit Check
88,C,Document Verification
88,C,Document Verification
88,B,Credit Check
88,E,Loan Approval
88,NOISE_03,NOISE_03
88,H,Archive Case
89,A,Register Application
89,B,Credit Check
89,C,Document Verification
89,C,Document Verification
89,D,Risk Assessment
89,NOISE_02,NOISE_02
89,B,Credit Check
89,C,Document Verification
89,B,Credit Check
89,C,Document Verification
89,D,Risk Assessment
89,F,Loan Rejection
89,G,Notify Customer
89,H,Archive Case
90,NOISE_02,NOISE_02
90,A,Register Application
90,H,Archive Case
91,NOISE_SYS,NOISE_SYS
91,A,Register Application
91,B,Credit Check
91,D,Risk Assessment
91,B,Credit Check
91,D,Risk Assessment
91,B,Credit Check
91,D,Risk Assessment
91,C,Document Verification
91,F,Loan Rejection
91,H,Archive Case
91,NOISE_03,NOISE_03
92,A,Register Application
92,C,Document Verification
92,B,Credit Check
92,C,Document Verification
92,D,Risk Assessment
92,C,Document Verification
92,NOISE_02,NOISE_02
92,D,Risk Assessment
92,B,Credit Check
92,D,Risk Assessment
92,D,Risk Assessment
92,H,Archive Case
92,E,Loan Approval
92,G,Notify Customer
93,A,Register Application
93,B,Credit Check
93,C,Document Verification
93,I,Manual Review
93,B,Credit Check
93,C,Document Verification
93,D,Risk Assessment
93,D,Risk Assessment
93,C,Document Verification
93,D,Risk Assessment
93,D,Risk Assessment
93,H,Archive Case
94,A,Register Application
94,B,Credit Check
94,I,Manual Review
94,B,Credit Check
94,C,Document Verification
94,D,Risk Assessment
94,NOISE_ERR,NOISE_ERR
94,C,Document Verification
94,B,Credit Check
94,D,Risk Assessment
94,B,Credit Check
94,NOISE_02,NOISE_02
94,C,Document Verification
94,D,Risk Assessment
94,D,Risk Assessment
94,G,Notify Customer
94,H,Archive Case
95,A,Register Application
95,C,Document Verification
95,B,Credit Check
95,C,Document Verification
95,C,Document Verification
95,B,Credit Check
95,D,Risk Assessment
95,D,Risk Assessment
95,E,Loan Approval
95,G,Notify Customer
95,H,Archive Case
96,A,Register Application
96,G,Notify Customer
96,H,Archive Case
97,NOISE_SYS,NOISE_SYS
97,A,Register Application
97,C,Document Verification
97,B,Credit Check
97,B,Credit Check
97,C,Document Verification
97,I,Manual Review
97,D,Risk Assessment
97,D,Risk Assessment
97,C,Document Verification
97,C,Document Verification
97,D,Risk Assessment
97,D,Risk Assessment
97,NOISE_01,NOISE_01
97,E,Loan Approval
97,G,Notify Customer
97,H,Archive Case
98,A,Register Application
98,B,Credit Check
98,NOISE_SYS,NOISE_SYS
98,C,Document Verification
98,D,Risk Assessment
98,NOISE_ERR,NOISE_ERR
98,B,Credit Check
98,C,Document Verification
98,D,Risk Assessment
98,D,Risk Assessment
98,E,Loan Approval
98,G,Notify Customer
98,H,Archive Case
99,A,Register Application
99,C,Document Verification
99,B,Credit Check
99,I,Manual Review
99,B,Credit Check
99,C,Document Verification
99,D,Risk Assessment
99,B,Credit Check
99,C,Document Verification
99,D,Risk Assessment
99,B,Credit Check
99,C,Document Verification
99,D,Risk Assessment
99,E,Loan Approval
99,G,Notify Customer
99,H,Archive Case
100,A,Register Application
100,C,Document Verification
100,I,Manual Review
100,B,Credit Check
100,B,Credit Check
100,C,Document Verification
100,B,Credit Check
100,C,Document Verification
100,NOISE_03,NOISE_03
100,B,Credit Check
100,D,Risk Assessment
100,C,Document Verification
100,D,Risk Assessment
100,G,Notify Customer
100,D,Risk Assessment
100,H,Archive Case
100,NOISE_ERR,NOISE_ERR
101,A,Register Application
101,B,Credit Check
101,C,Document Verification
101,NOISE_SYS,NOISE_SYS
101,B,Credit Check
101,B,Credit Check
101,D,Risk Assessment
101,B,Credit Check
101,D,Risk Assessment
101,C,Document Verification
101,D,Risk Assessment
101,H,Archive Case
102,A,Register Application
102,B,Credit Check
102,C,Document Verification
102,B,Credit Check
102,D,Risk Assessment
102,B,Credit Check
102,C,Document Verification
102,D,Risk Assessment
102,C,Document Verification
102,H,Archive Case
103,A,Register Application
103,G,Notify Customer
103,H,Archive Case
104,A,Register Application
104,C,Document Verification
104,B,Credit Check
104,I,Manual Review
104,C,Document Verification
104,D,Risk Assessment
104,B,Credit Check
104,C,Document Verification
104,D,Risk Assessment
104,B,Credit Check
104,C,Document Verification
104,D,Risk Assessment
104,D,Risk Assessment
104,E,Loan Approval
104,G,Notify Customer
104,H,Archive Case
105,A,Register Application
105,B,Credit Check
105,C,Document Verification
105,C,Document Verification
105,D,Risk Assessment
105,C,Document Verification
105,D,Risk Assessment
105,B,Credit Check
105,C,Document Verification
105,D,Risk Assessment
105,F,Loan Rejection
105,G,Notify Customer
105,H,Archive Case
106,A,Register Application
106,C,Document Verification
106,B,Credit Check
106,B,Credit Check
106,D,Risk Assessment
106,B,Credit Check
106,B,Credit Check
106,D,Risk Assessment
106,C,Document Verification
106,D,Risk Assessment
106,E,Loan Approval
106,NOISE_ERR,NOISE_ERR
106,NOISE_01,NOISE_01
106,G,Notify Customer
106,H,Archive Case
107,A,Register Application
107,B,Credit Check
107,C,Document Verification
