case_id,event_id,activity
38,NOISE_01,NOISE_01
38,A,Register Application
38,B,Credit Check
38,C,Document Verification
38,B,Credit Check
38,NOISE_03,NOISE_03
38,C,Document Verification
38,D,Risk Assessment
38,D,Risk Assessment
38,E,Loan Approval
38,G,Notify Customer
38,H,Archive Case
39,A,Register Application
39,C,Document Verification
39,B,Credit Check
39,B,Credit Check
39,C,Document Verification
39,D,Risk Assessment
39,D,Risk Assessment
39,E,Loan Approval
39,G,Notify Customer
39,H,Archive Case
40,A,Register Application
40,C,Document Verification
40,B,Credit Check
40,B,Credit Check
40,C,Document Verification
40,D,Risk Assessment
40,E,Loan Approval
40,G,Notify Customer
40,H,Archive Case
41,A,Register Application
41,C,Document Verification
41,B,Credit Check
41,B,Credit Check
41,C,Document Verification
41,D,Risk Assessment
41,D,Risk Assessment
41,F,Loan Rejection
41,G,Notify Customer
41,H,Archive Case
42,A,Register Application
42,B,Credit Check
42,C,Document Verification
42,B,Credit Check
42,C,Document Verification
42,D,Risk Assessment
42,D,Risk Assessment
42,E,Loan Approval
42,G,Notify Customer
42,H,Archive Case
43,A,Register Application
43,C,Document Verification
43,B,Credit Check
43,B,Credit Check
43,C,Document Verification
43,D,Risk Assessment
43,D,Risk Assessment
43,E,Loan Approval
43,G,Notify Customer
43,H,Archive Case
44,A,Register Application
44,B,Credit Check
44,C,Document Verification
44,I,Manual Review
44,B,Credit Check
44,C,Document Verification
44,D,Risk Assessment
44,D,Risk Assessment
44,E,Loan Approval
44,G,Notify Customer
44,H,Archive Case
45,A,Register Application
45,C,Document Verification
45,B,Credit Check
45,B,Credit Check
45,C,Document Verification
45,D,Risk Assessment
45,D,Risk Assessment
45,F,Loan Rejection
45,G,Notify Customer
45,H,Archive Case
46,A,Register Application
46,G,Notify Customer
46,H,Archive Case
47,A,Register Application
47,B,Credit Check
47,C,Document Verification
47,B,Credit Check
47,C,Document Verification
47,D,Risk Assessment
47,D,Risk Assessment
47,F,Loan Rejection
47,G,Notify Customer
47,H,Archive Case
48,A,Register Application
48,B,Credit Check
48,C,Document Verification
48,B,Credit Check
48,C,Document Verification
48,D,Risk Assessment
48,D,Risk Assessment
48,E,Loan Approval
48,G,Notify Customer
48,H,Archive Case
49,A,Register Application
49,C,Document Verification
49,B,Credit Check
49,B,Credit Check
49,C,Document Verification
49,NOISE_01,NOISE_01
49,NOISE_01,NOISE_01
49,D,Risk Assessment
49,D,Risk Assessment
49,E,Loan Approval
49,G,Notify Customer
49,H,Archive Case
50,A,Register Application
50,B,Credit Check
50,I,Manual Review
50,B,Credit Check
50,C,Document Verification
50,D,Risk Assessment
50,D,Risk Assessment
50,F,Loan Rejection
50,G,Notify Customer
50,H,Archive Case
51,A,Register Application
51,C,Document Verification
51,B,Credit Check
51,C,Document Verification
51,D,Risk Assessment
51,D,Risk Assessment
51,E,Loan Approval
51,G,Notify Customer
51,H,Archive Case
52,A,Register Application
52,C,Document Verification
52,B,Credit Check
52,B,Credit Check
52,C,Document Verification
52,D,Risk Assessment
52,D,Risk Assessment
52,G,Notify Customer
52,H,Archive Case
53,A,Register Application
53,C,Document Verification
53,B,Credit Check
53,I,Manual Review
53,B,Credit Check
53,C,Document Verification
53,D,Risk Assessment
53,D,Risk Assessment
53,E,Loan Approval
53,G,Notify Customer
53,H,Archive Case
54,A,Register Application
54,C,Document Verification
54,B,Credit Check
54,B,Credit Check
54,D,Risk Assessment
54,D,Risk Assessment
54,E,Loan Approval
54,G,Notify Customer
54,H,Archive Case
55,A,Register Application
55,B,Credit Check
55,C,Document Verification
55,I,Manual Review
55,B,Credit Check
55,C,Document Verification
55,D,Risk Assessment
55,D,Risk Assessment
55,E,Loan Approval
55,G,Notify Customer
55,H,Archive Case
56,A,Register Application
56,C,Document Verification
56,I,Manual Review
56,B,Credit Check
56,C,Document Verification
56,D,Risk Assessment
56,D,Risk Assessment
56,E,Loan Approval
56,G,Notify Customer
56,H,Archive Case
57,A,Register Application
57,C,Document Verification
57,B,Credit Check
57,B,Credit Check
57,C,Document Verification
57,D,Risk Assessment
57,D,Risk Assessment
57,E,Loan Approval
57,G,Notify Customer
57,H,Archive Case
58,A,Register Application
58,B,Credit Check
58,C,Document Verification
58,B,Credit Check
58,C,Document Verification
58,D,Risk Assessment
58,D,Risk Assessment
58,F,Loan Rejection
58,G,Notify Customer
58,H,Archive Case
59,A,Register Application
59,B,Credit Check
59,C,Document Verification
59,I,Manual Review
59,B,Credit Check
59,C,Document Verification
59,D,Risk Assessment
59,D,Risk Assessment
59,E,Loan Approval
59,G,Notify Customer
59,H,Archive Case
60,A,Register Application
60,C,Document Verification
60,B,Credit Check
60,C,Document Verification
60,D,Risk Assessment
60,D,Risk Assessment
60,E,Loan Approval
60,G,Notify Customer
60,H,Archive Case
61,A,Register Application
61,B,Credit Check
61,C,Document Verification
61,B,Credit Check
61,C,Document Verification
61,D,Risk Assessment
61,D,Risk Assessment
61,E,Loan Approval
61,G,Notify Customer
61,H,Archive Case
62,A,Register Application
62,B,Credit Check
62,C,Document Verification
62,B,Credit Check
62,C,Document Verification
62,D,Risk Assessment
62,D,Risk Assessment
62,E,Loan Approval
62,G,Notify Customer
62,H,Archive Case
63,A,Register Application
63,C,Document Verification
63,B,Credit Check
63,B,Credit Check
63,C,Document Verification
63,D,Risk Assessment
63,D,Risk Assessment
63,E,Loan Approval
63,G,Notify Customer
63,H,Archive Case
63,NOISE_02,NOISE_02
64,A,Register Application
64,C,Document Verification
64,B,Credit Check
64,B,Credit Check
64,C,Document Verification
64,D,Risk Assessment
64,D,Risk Assessment
64,E,Loan Approval
64,G,Notify Customer
64,H,Archive Case
65,A,Register Application
65,B,Credit Check
65,C,Document Verification
65,B,Credit Check
65,C,Document Verification
65,D,Risk Assessment
65,D,Risk Assessment
65,F,Loan Rejection
65,G,Notify Customer
65,H,Archive Case
66,A,Register Application
66,C,Document Verification
66,B,Credit Check
66,B,Credit Check
66,C,Document Verification
66,D,Risk Assessment
66,D,Risk Assessment
66,E,Loan Approval
66,G,Notify Customer
66,H,Archive Case
67,A,Register Application
67,B,Credit Check
67,C,Document Verification
67,B,Credit Check
67,C,Document Verification
67,D,Risk Assessment
67,D,Risk Assessment
67,E,Loan Approval
67,G,Notify Customer
67,H,Archive Case
68,A,Register Application
68,B,Credit Check
68,C,Document Verification
68,D,Risk Assessment
68,D,Risk Assessment
68,E,Loan Approval
68,G,Notify Customer
68,H,Archive Case
69,A,Register Application
69,B,Credit Check
69,C,Document Verification
69,B,Credit Check
69,C,Document Verification
69,D,Risk Assessment
69,D,Risk Assessment
69,E,Loan Approval
69,G,Notify Customer
69,H,Archive Case
70,A,Register Application
70,B,Credit Check
70,C,Document Verification
70,I,Manual Review
70,B,Credit Check
70,C,Document Verification
70,D,Risk Assessment
70,D,Risk Assessment
70,E,Loan Approval
70,G,Notify Customer
70,H,Archive Case
71,A,Register Application
71,B,Credit Check
71,C,Document Verification
71,NOISE_02,NOISE_02
71,B,Credit Check
71,C,Document Verification
71,D,Risk Assessment
71,NOISE_ERR,NOISE_ERR
71,D,Risk Assessment
71,E,Loan Approval
71,G,Notify Customer
71,H,Archive Case
72,A,Register Application
72,B,Credit Check
72,C,Document Verification
72,B,Credit Check
72,C,Document Verification
72,D,Risk Assessment
72,E,Loan Approval
72,G,Notify Customer
72,H,Archive Case
73,A,Register Application
73,B,Credit Check
73,C,Document Verification
73,B,Credit Check
73,C,Document Verification
73,D,Risk Assessment
73,D,Risk Assessment
73,F,Loan Rejection
73,G,Notify Customer
73,H,Archive Case
74,A,Register Application
74,C,Document Verification
74,B,Credit Check
74,B,Credit Check
74,C,Document Verification
74,D,Risk Assessment
74,D,Risk Assessment
74,E,Loan Approval
74,G,Notify Customer
74,H,Archive Case
75,A,Register Application
75,B,Credit Check
75,C,Document Verification
75,C,Document Verification
75,D,Risk Assessment
75,D,Risk Assessment
75,E,Loan Approval
75,G,Notify Customer
75,H,Archive Case
76,A,Register Application
76,B,Credit Check
76,C,Document Verification
76,B,Credit Check
76,C,Document Verification
76,D,Risk Assessment
76,D,Risk Assessment
76,E,Loan Approval
76,G,Notify Customer
76,H,Archive Case
77,A,Register Application
77,C,Document Verification
77,B,Credit Check
77,B,Credit Check
77,C,Document Verification
77,D,Risk Assessment
77,E,Loan Approval
77,G,Notify Customer
77,H,Archive Case
78,A,Register Application
78,C,Document Verification
78,B,Credit Check
78,B,Credit Check
78,C,Document Verification
78,D,Risk Assessment
78,D,Risk Assessment
78,G,Notify Customer
78,H,Archive Case
79,A,Register Application
79,C,Document Verification
79,B,Credit Check
79,B,Credit Check
79,C,Document Verification
79,D,Risk Assessment
79,D,Risk Assessment
79,E,Loan Approval
79,G,Notify Customer
79,H,Archive Case
80,A,Register Application
80,B,Credit Check
80,C,Document Verification
80,B,Credit Check
80,C,Document Verification
80,D,Risk Assessment
80,D,Risk Assessment
80,E,Loan Approval
80,G,Notify Customer
80,H,Archive Case
81,A,Register Application
81,B,Credit Check
81,C,Document Verification
81,B,Credit Check
81,C,Document Verification
81,D,Risk Assessment
81,D,Risk Assessment
81,E,Loan Approval
81,G,Notify Customer
81,H,Archive Case
82,A,Register Application
82,B,Credit Check
82,C,Document Verification
82,B,Credit Check
82,C,Document Verification
82,D,Risk Assessment
82,D,Risk Assessment
82,F,Loan Rejection
82,G,Notify Customer
82,H,Archive Case
83,A,Register Application
83,C,Document Verification
83,B,Credit Check
83,I,Manual Review
83,B,Credit Check
83,C,Document Verification
83,D,Risk Assessment
83,D,Risk Assessment
83,F,Loan Rejection
83,G,Notify Customer
83,H,Archive Case
84,A,Register Application
84,C,Document Verification
84,B,Credit Check
84,I,Manual Review
84,B,Credit Check
84,C,Document Verification
84,D,Risk Assessment
84,D,Risk Assessment
84,G,Notify Customer
84,H,Archive Case
85,A,Register Application
85,B,Credit Check
85,C,Document Verification
85,B,Credit Check
85,C,Document Verification
85,D,Risk Assessment
85,D,Risk Assessment
85,F,Loan Rejection
85,G,Notify Customer
85,H,Archive Case
86,A,Register Application
86,C,Document Verification
86,B,Credit Check
86,B,Credit Check
86,C,Document Verification
86,D,Risk Assessment
86,D,Risk Assessment
86,E,Loan Approval
86,G,Notify Customer
86,H,Archive Case
87,A,Register Application
87,C,Document Verification
87,B,Credit Check
87,I,Manual Review
87,B,Credit Check
87,C,Document Verification
87,D,Risk Assessment
87,D,Risk Assessment
87,E,Loan Approval
87,G,Notify Customer
87,H,Archive Case
88,A,Register Application
88,C,Document Verification
88,B,Credit Check
88,C,Document Verification
88,D,Risk Assessment
88,D,Risk Assessment
88,F,Loan Rejection
88,G,Notify Customer
88,H,Archive Case
89,A,Register Application
89,B,Credit Check
89,C,Document Verification
89,B,Credit Check
89,C,Document Verification
89,D,Risk Assessment
89,D,Risk Assessment
89,E,Loan Approval
89,G,Notify Customer
89,H,Archive Case
90,A,Register Application
90,C,Document Verification
90,B,Credit Check
90,C,Document Verification
90,D,Risk Assessment
90,D,Risk Assessment
90,F,Loan Rejection
90,G,Notify Customer
90,H,Archive Case
91,A,Register Application
91,B,Credit Check
91,C,Document Verification
91,B,Credit Check
91,C,Document Verification
91,D,Risk Assessment
91,D,Risk Assessment
91,E,Loan Approval
91,G,Notify Customer
91,H,Archive Case
92,A,Register Application
92,B,Credit Check
92,C,Document Verification
92,B,Credit Check
92,C,Document Verification
92,D,Risk Assessment
92,D,Risk Assessment
92,F,Loan Rejection
92,G,Notify Customer
92,H,Archive Case
93,A,Register Application
93,C,Document Verification
93,B,Credit Check
93,I,Manual Review
93,B,Credit Check
93,C,Document Verification
93,D,Risk Assessment
93,D,Risk Assessment
93,E,Loan Approval
93,G,Notify Customer
93,H,Archive Case
94,A,Register Application
94,C,Document Verification
94,B,Credit Check
94,B,Credit Check
94,C,Document Verification
94,D,Risk Assessment
94,D,Risk Assessment
94,E,Loan Approval
94,G,Notify Customer
94,H,Archive Case
95,A,Register Application
95,C,Document Verification
95,B,Credit Check
95,B,Credit Check
95,C,Document Verification
95,D,Risk Assessment
95,D,Risk Assessment
95,F,Loan Rejection
95,G,Notify Customer
95,H,Archive Case
96,A,Register Application
96,B,Credit Check
96,C,Document Verification
96,B,Credit Check
96,C,Document Verification
96,D,Risk Assessment
96,D,Risk Assessment
96,F,Loan Rejection
96,G,Notify Customer
96,H,Archive Case
97,A,Register Application
97,B,Credit Check
97,C,Document Verification
97,D,Risk Assessment
97,D,Risk Assessment
97,F,Loan Rejection
97,G,Notify Customer
97,H,Archive Case
98,A,Register Application
98,B,Credit Check
98,C,Document Verification
98,B,Credit Check
98,C,Document Verification
98,D,Risk Assessment
98,D,Risk Assessment
98,E,Loan Approval
98,G,Notify Customer
98,H,Archive Case
99,A,Register Application
99,C,Document Verification
99,B,Credit Check
99,NOISE_ERR,NOISE_ERR
99,C,Document Verification
99,NOISE_ERR,NOISE_ERR
99,D,Risk Assessment
99,D,Risk Assessment
99,F,Loan Rejection
99,G,Notify Customer
99,H,Archive Case
100,A,Register Application
100,B,Credit Check
100,C,Document Verification
100,I,Manual Review
100,B,Credit Check
100,C,Document Verification
100,D,Risk Assessment
100,D,Risk Assessment
100,F,Loan Rejection
100,G,Notify Customer
100,H,Archive Case
101,A,Register Application
101,C,Document Verification
101,B,Credit Check
101,B,Credit Check
101,C,Document Verification
101,D,Risk Assessment
101,D,Risk Assessment
101,F,Loan Rejection
101,G,Notify Customer
101,H,Archive Case
102,A,Register Application
102,B,Credit Check
102,C,Document Verification
102,B,Credit Check
102,C,Document Verification
102,D,Risk Assessment
102,D,Risk Assessment
102,E,Loan Approval
102,G,Notify Customer
102,H,Archive Case
103,A,Register Application
103,B,Credit Check
103,C,Document Verification
103,B,Credit Check
103,C,Document Verification
103,D,Risk Assessment
103,D,Risk Assessment
103,E,Loan Approval
103,G,Notify Customer
103,H,Archive Case
104,A,Register Application
104,C,Document Verification
104,B,Credit Check
104,C,Document Verification
104,D,Risk Assessment
104,D,Risk Assessment
104,F,Loan Rejection
104,G,Notify Customer
104,H,Archive Case
105,A,Register Application
105,C,Document Verification
105,B,Credit Check
105,B,Credit Check
105,C,Document Verification
105,D,Risk Assessment
105,D,Risk Assessment
105,E,Loan Approval
105,G,Notify Customer
105,H,Archive Case
106,A,Register Application
106,B,Credit Check
106,C,Document Verification
106,C,Document Verification
106,D,Risk Assessment
106,E,Loan Approval
106,G,Notify Customer
106,H,Archive Case
107,A,Register Application
107,B,Credit Check
107,C,Document Verification
107,I,Manual Review
107,B,Credit Check
107,C,Document Verification
107,D,Risk Assessment
107,D,Risk Assessment
107,E,Loan Approval
107,G,Notify Customer
107,H,Archive Case
108,A,Register Application
108,C,Document Verification
108,B,Credit Check
108,B,Credit Check
108,C,Document Verification
108,D,Risk Assessment
108,D,Risk Assessment
108,E,Loan Approval
108,G,Notify Customer
108,H,Archive Case
109,A,Register Application
109,C,Document Verification
109,B,Credit Check
109,B,Credit Check
109,D,Risk Assessment
109,D,Risk Assessment
109,E,Loan Approval
109,G,Notify Customer
109,H,Archive Case
110,A,Register Application
110,B,Credit Check
110,C,Document Verification
110,C,Document Verification
110,D,Risk Assessment
110,D,Risk Assessment
110,E,Loan Approval
110,G,Notify Customer
110,H,Archive Case
111,A,Register Application
111,C,Document Verification
111,B,Credit Check
111,I,Manual Review
111,B,Credit Check
111,C,Document Verification
111,D,Risk Assessment
111,D,Risk Assessment
111,E,Loan Approval
111,G,Notify Customer
111,H,Archive Case
112,A,Register Application
112,C,Document Verification
112,B,Credit Check
112,I,Manual Review
112,C,Document Verification
112,D,Risk Assessment
112,D,Risk Assessment
112,F,Loan Rejection
112,G,Notify Customer
112,H,Archive Case
113,A,Register Application
113,B,Credit Check
113,C,Document Verification
113,B,Credit Check
113,C,Document Verification
113,D,Risk Assessment
113,D,Risk Assessment
113,E,Loan Approval
113,G,Notify Customer
113,H,Archive Case
114,A,Register Application
114,C,Document Verification
114,B,Credit Check
114,B,Credit Check
114,C,Document Verification
114,D,Risk Assessment
114,E,Loan Approval
114,G,Notify Customer
114,H,Archive Case
115,A,Register Application
115,C,Document Verification
115,B,Credit Check
115,I,Manual Review
115,B,Credit Check
115,C,Document Verification
115,D,Risk Assessment
115,D,Risk Assessment
115,E,Loan Approval
115,G,Notify Customer
115,H,Archive Case
116,A,Register Application
116,B,Credit Check
116,C,Document Verification
116,I,Manual Review
116,B,Credit Check
116,C,Document Verification
116,D,Risk Assessment
116,E,Loan Approval
116,G,Notify Customer
116,H,Archive Case
117,A,Register Application
117,B,Credit Check
117,C,Document Verification
117,B,Credit Check
117,C,Document Verification
117,D,Risk Assessment
117,D,Risk Assessment
117,E,Loan Approval
117,G,Notify Customer
117,H,Archive Case
117,NOISE_02,NOISE_02
117,NOISE_SYS,NOISE_SYS
118,A,Register Application
118,C,Document Verification
118,B,Credit Check
118,I,Manual Review
118,B,Credit Check
118,C,Document Verification
118,D,Risk Assessment
118,D,Risk Assessment
118,F,Loan Rejection
118,G,Notify Customer
118,H,Archive Case
119,A,Register Application
119,B,Credit Check
119,C,Document Verification
119,B,Credit Check
119,C,Document Verification
119,D,Risk Assessment
119,D,Risk Assessment
119,E,Loan Approval
119,G,Notify Customer
119,H,Archive Case
120,A,Register Application
120,B,Credit Check
120,C,Document Verification
120,B,Credit Check
120,C,Document Verification
120,D,Risk Assessment
120,D,Risk Assessment
120,E,Loan Approval
120,G,Notify Customer
120,H,Archive Case
121,A,Register Application
121,B,Credit Check
121,B,Credit Check
121,C,Document Verification
121,NOISE_03,NOISE_03
121,D,Risk Assessment
121,D,Risk Assessment
121,E,Loan Approval
121,G,Notify Customer
121,H,Archive Case
122,A,Register Application
122,C,Document Verification
122,B,Credit Check
122,B,Credit Check
122,C,Document Verification
122,D,Risk Assessment
122,D,Risk Assessment
122,E,Loan Approval
122,G,Notify Customer
122,H,Archive Case
123,A,Register Application
123,B,Credit Check
123,C,Document Verification
123,I,Manual Review
123,B,Credit Check
123,C,Document Verification
123,D,Risk Assessment
123,D,Risk Assessment
123,E,Loan Approval
123,G,Notify Customer
123,H,Archive Case
124,A,Register Application
124,B,Credit Check
124,C,Document Verification
124,B,Credit Check
124,C,Document Verification
124,NOISE_ERR,NOISE_ERR
124,D,Risk Assessment
124,D,Risk Assessment
124,E,Loan Approval
124,NOISE_01,NOISE_01
124,G,Notify Customer
124,H,Archive Case
125,A,Register Application
125,C,Document Verification
125,B,Credit Check
125,I,Manual Review
125,B,Credit Check
125,C,Document Verification
125,D,Risk Assessment
125,D,Risk Assessment
125,E,Loan Approval
125,G,Notify Customer
125,H,Archive Case
126,A,Register Application
126,C,Document Verification
126,B,Credit Check
126,I,Manual Review
126,B,Credit Check
126,C,Document Verification
126,D,Risk Assessment
126,D,Risk Assessment
126,E,Loan Approval
126,G,Notify Customer
126,H,Archive Case
127,A,Register Application
127,G,Notify Customer
127,H,Archive Case
128,A,Register Application
128,C,Document Verification
128,B,Credit Check
128,I,Manual Review
128,B,Credit Check
128,C,Document Verification
128,D,Risk Assessment
128,D,Risk Assessment
128,F,Loan Rejection
128,G,Notify Customer
128,H,Archive Case
129,A,Register Application
129,C,Document Verification
129,B,Credit Check
129,I,Manual Review
129,B,Credit Check
129,C,Document Verification
129,D,Risk Assessment
129,D,Risk Assessment
129,E,Loan Approval
129,G,Notify Customer
129,H,Archive Case
130,A,Register Application
130,C,Document Verification
130,B,Credit Check
130,I,Manual Review
130,B,Credit Check
130,C,Document Verification
130,D,Risk Assessment
130,E,Loan Approval
130,G,Notify Customer
130,H,Archive Case
131,A,Register Application
131,C,Document Verification
131,B,Credit Check
131,B,Credit Check
131,C,Document Verification
131,NOISE_03,NOISE_03
131,D,Risk Assessment
131,D,Risk Assessment
131,E,Loan Approval
131,G,Notify Customer
131,NOISE_01,NOISE_01
131,H,Archive Case
132,A,Register Application
132,C,Document Verification
132,B,Credit Check
132,B,Credit Check
132,C,Document Verification
132,D,Risk Assessment
132,D,Risk Assessment
132,F,Loan Rejection
132,G,Notify Customer
132,H,Archive Case
133,A,Register Application
133,B,Credit Check
133,C,Document Verification
133,B,Credit Check
133,C,Document Verification
133,D,Risk Assessment
133,D,Risk Assessment
133,E,Loan Approval
133,G,Notify Customer
133,H,Archive Case
134,A,Register Application
134,B,Credit Check
134,C,Document Verification
134,B,Credit Check
134,C,Document Verification
134,D,Risk Assessment
134,D,Risk Assessment
