case_id,event_id,activity
23,d,Reorder Stock
23,e,Send Invoice
23,f,Receive Payment
23,g,Archive Order
24,a,Receive Order
24,b,Check Stock
24,c,Ship Goods
24,e,Send Invoice
24,f,Receive Payment
24,g,Archive Order
25,a,Receive Order
25,b,Check Stock
25,d,Reorder Stock
25,e,Send Invoice
25,f,Receive Payment
25,g,Archive Order
26,a,Receive Order
26,b,Check Stock
26,c,Ship Goods
26,e,Send Invoice
26,f,Receive Payment
26,g,Archive Order
27,a,Receive Order
27,b,Check Stock
27,c,Ship Goods
27,e,Send Invoice
27,f,Receive Payment
27,g,Archive Order
28,a,Receive Order
28,b,Check Stock
28,c,Ship Goods
28,e,Send Invoice
28,f,Receive Payment
28,g,Archive Order
29,a,Receive Order
29,b,Check Stock
29,c,Ship Goods
29,e,Send Invoice
29,f,Receive Payment
29,g,Archive Order
30,a,Receive Order
30,b,Check Stock
30,c,Ship Goods
30,e,Send Invoice
30,f,Receive Payment
30,g,Archive Order
31,a,Receive Order
31,b,Check Stock
31,d,Reorder Stock
31,e,Send Invoice
31,f,Receive Payment
31,g,Archive Order
32,a,Receive Order
32,b,Check Stock
32,c,Ship Goods
32,e,Send Invoice
32,f,Receive Payment
32,g,Archive Order
33,a,Receive Order
33,b,Check Stock
33,c,Ship Goods
33,e,Send Invoice
33,f,Receive Payment
33,g,Archive Order
34,a,Receive Order
34,b,Check Stock
34,d,Reorder Stock
34,e,Send Invoice
34,f,Receive Payment
34,g,Archive Order
35,a,Receive Order
35,b,Check Stock
35,c,Ship Goods
35,e,Send Invoice
35,f,Receive Payment
35,g,Archive Order
36,a,Receive Order
36,b,Check Stock
36,d,Reorder Stock
36,e,Send Invoice
36,f,Receive Payment
36,g,Archive Order
37,a,Receive Order
37,b,Check Stock
37,c,Ship Goods
37,e,Send Invoice
37,f,Receive Payment
37,g,Archive Order
38,a,Receive Order
38,b,Check Stock
38,c,Ship Goods
38,e,Send Invoice
38,f,Receive Payment
38,g,Archive Order
39,a,Receive Order
39,b,Check Stock
39,d,Reorder Stock
39,e,Send Invoice
39,f,Receive Payment
39,g,Archive Order
40,a,Receive Order
40,b,Check Stock
40,c,Ship Goods
40,e,Send Invoice
40,f,Receive Payment
40,g,Archive Order
41,a,Receive Order
41,b,Check Stock
41,d,Reorder Stock
41,e,Send Invoice
41,f,Receive Payment
41,g,Archive Order
42,a,Receive Order
42,b,Check Stock
42,c,Ship Goods
42,e,Send Invoice
42,f,Receive Payment
42,g,Archive Order
43,a,Receive Order
43,b,Check Stock
43,d,Reorder Stock
43,e,Send Invoice
43,f,Receive Payment
43,g,Archive Order
44,a,Receive Order
44,b,Check Stock
44,d,Reorder Stock
44,e,Send Invoice
44,f,Receive Payment
44,g,Archive Order
45,a,Receive Order
45,b,Check Stock
45,c,Ship Goods
45,e,Send Invoice
45,f,Receive Payment
45,g,Archive Order
46,a,Receive Order
46,b,Check Stock
46,c,Ship Goods
46,e,Send Invoice
46,f,Receive Payment
46,g,Archive Order
47,a,Receive Order
47,b,Check Stock
47,c,Ship Goods
47,e,Send Invoice
47,f,Receive Payment
47,g,Archive Order
48,a,Receive Order
48,b,Check Stock
48,c,Ship Goods
48,e,Send Invoice
48,f,Receive Payment
48,g,Archive Order
49,a,Receive Order
49,b,Check Stock
49,d,Reorder Stock
49,e,Send Invoice
49,f,Receive Payment
49,g,Archive Order
50,a,Receive Order
50,b,Check Stock
50,c,Ship Goods
50,e,Send Invoice
50,f,Receive Payment
50,g,Archive Order
51,a,Receive Order
51,b,Check Stock
51,c,Ship Goods
51,e,Send Invoice
51,f,Receive Payment
51,g,Archive Order
52,a,Receive Order
52,b,Check Stock
52,c,Ship Goods
52,e,Send Invoice
52,f,Receive Payment
52,g,Archive Order
53,a,Receive Order
53,b,Check Stock
53,c,Ship Goods
53,e,Send Invoice
53,f,Receive Payment
53,g,Archive Order
54,a,Receive Order
54,b,Check Stock
54,c,Ship Goods
54,e,Send Invoice
54,f,Receive Payment
54,g,Archive Order
55,a,Receive Order
55,b,Check Stock
55,c,Ship Goods
55,e,Send Invoice
55,f,Receive Payment
55,g,Archive Order
56,a,Receive Order
56,b,Check Stock
56,c,Ship Goods
56,e,Send Invoice
56,f,Receive Payment
56,g,Archive Order
57,a,Receive Order
57,b,Check Stock
57,c,Ship Goods
57,e,Send Invoice
57,f,Receive Payment
57,g,Archive Order
58,a,Receive Order
58,b,Check Stock
58,d,Reorder Stock
58,e,Send Invoice
58,f,Receive Payment
58,g,Archive Order
59,a,Receive Order
59,b,Check Stock
59,c,Ship Goods
59,e,Send Invoice
59,f,Receive Payment
59,g,Archive Order
60,a,Receive Order
60,b,Check Stock
60,c,Ship Goods
60,e,Send Invoice
60,f,Receive Payment
60,g,Archive Order
61,a,Receive Order
61,b,Check Stock
61,c,Ship Goods
61,e,Send Invoice
61,f,Receive Payment
61,g,Archive Order
62,a,Receive Order
62,b,Check Stock
62,c,Ship Goods
62,e,Send Invoice
62,f,Receive Payment
62,g,Archive Order
63,a,Receive Order
63,b,Check Stock
63,d,Reorder Stock
63,e,Send Invoice
63,f,Receive Payment
63,g,Archive Order
64,a,Receive Order
64,b,Check Stock
64,c,Ship Goods
64,e,Send Invoice
64,f,Receive Payment
64,g,Archive Order
65,a,Receive Order
65,b,Check Stock
65,c,Ship Goods
65,e,Send Invoice
65,f,Receive Payment
65,g,Archive Order
66,a,Receive Order
66,b,Check Stock
66,d,Reorder Stock
66,e,Send Invoice
66,f,Receive Payment
66,g,Archive Order
67,a,Receive Order
67,b,Check Stock
67,c,Ship Goods
67,e,Send Invoice
67,f,Receive Payment
67,g,Archive Order
68,a,Receive Order
68,b,Check Stock
68,d,Reorder Stock
68,e,Send Invoice
68,f,Receive Payment
68,g,Archive Order
69,a,Receive Order
69,b,Check Stock
69,c,Ship Goods
69,e,Send Invoice
69,f,Receive Payment
69,g,Archive Order
70,a,Receive Order
70,b,Check Stock
70,d,Reorder Stock
70,e,Send Invoice
70,f,Receive Payment
70,g,Archive Order
71,a,Receive Order
71,b,Check Stock
71,c,Ship Goods
71,e,Send Invoice
71,f,Receive Payment
71,g,Archive Order
72,a,Receive Order
72,b,Check Stock
72,c,Ship Goods
72,e,Send Invoice
72,f,Receive Payment
72,g,Archive Order
73,a,Receive Order
73,b,Check Stock
73,c,Ship Goods
73,e,Send Invoice
73,f,Receive Payment
73,g,Archive Order
74,a,Receive Order
74,b,Check Stock
74,c,Ship Goods
74,e,Send Invoice
74,f,Receive Payment
74,g,Archive Order
75,a,Receive Order
75,b,Check Stock
75,c,Ship Goods
75,e,Send Invoice
75,f,Receive Payment
75,g,Archive Order
76,a,Receive Order
76,b,Check Stock
76,c,Ship Goods
76,e,Send Invoice
76,f,Receive Payment
76,g,Archive Order
77,a,Receive Order
77,b,Check Stock
77,c,Ship Goods
77,e,Send Invoice
77,f,Receive Payment
77,g,Archive Order
78,a,Receive Order
78,b,Check Stock
78,c,Ship Goods
78,e,Send Invoice
78,f,Receive Payment
78,g,Archive Order
79,a,Receive Order
79,b,Check Stock
79,c,Ship Goods
79,e,Send Invoice
79,f,Receive Payment
79,g,Archive Order
80,a,Receive Order
80,b,Check Stock
80,d,Reorder Stock
80,e,Send Invoice
80,f,Receive Payment
80,g,Archive Order
81,a,Receive Order
81,b,Check Stock
81,d,Reorder Stock
81,e,Send Invoice
81,f,Receive Payment
81,g,Archive Order
82,a,Receive Order
82,b,Check Stock
82,d,Reorder Stock
82,e,Send Invoice
82,f,Receive Payment
82,g,Archive Order
83,a,Receive Order
83,b,Check Stock
83,c,Ship Goods
83,e,Send Invoice
83,f,Receive Payment
83,g,Archive Order
84,a,Receive Order
84,b,Check Stock
84,d,Reorder Stock
84,e,Send Invoice
84,f,Receive Payment
84,g,Archive Order
85,a,Receive Order
85,b,Check Stock
85,c,Ship Goods
85,e,Send Invoice
85,f,Receive Payment
85,g,Archive Order
86,a,Receive Order
86,b,Check Stock
86,c,Ship Goods
86,e,Send Invoice
86,f,Receive Payment
86,g,Archive Order
87,a,Receive Order
87,b,Check Stock
87,c,Ship Goods
87,e,Send Invoice
87,f,Receive Payment
87,g,Archive Order
88,a,Receive Order
88,b,Check Stock
88,c,Ship Goods
88,e,Send Invoice
88,f,Receive Payment
88,g,Archive Order
89,a,Receive Order
89,b,Check Stock
89,c,Ship Goods
89,e,Send Invoice
89,f,Receive Payment
89,g,Archive Order
90,a,Receive Order
90,b,Check Stock
90,c,Ship Goods
90,e,Send Invoice
90,f,Receive Payment
90,g,Archive Order
91,a,Receive Order
91,b,Check Stock
91,c,Ship Goods
91,e,Send Invoice
91,f,Receive Payment
91,g,Archive Order
92,a,Receive Order
92,b,Check Stock
92,d,Reorder Stock
92,e,Send Invoice
92,f,Receive Payment
92,g,Archive Order
93,a,Receive Order
93,b,Check Stock
93,c,Ship Goods
93,e,Send Invoice
93,f,Receive Payment
93,g,Archive Order
94,a,Receive Order
94,b,Check Stock
94,c,Ship Goods
94,e,Send Invoice
94,f,Receive Payment
94,g,Archive Order
95,a,Receive Order
95,b,Check Stock
95,c,Ship Goods
95,e,Send Invoice
95,f,Receive Payment
95,g,Archive Order
96,a,Receive Order
96,b,Check Stock
96,c,Ship Goods
96,e,Send Invoice
96,f,Receive Payment
96,g,Archive Order
97,a,Receive Order
97,b,Check Stock
97,d,Reorder Stock
97,e,Send Invoice
97,f,Receive Payment
97,g,Archive Order
98,a,Receive Order
98,b,Check Stock
98,d,Reorder Stock
98,e,Send Invoice
98,f,Receive Payment
98,g,Archive Order
99,a,Receive Order
99,b,Check Stock
99,d,Reorder Stock
99,e,Send Invoice
99,f,Receive Payment
99,g,Archive Order
100,a,Receive Order
100,b,Check Stock
100,c,Ship Goods
100,e,Send Invoice
100,f,Receive Payment
100,g,Archive Order
101,a,Receive Order
101,b,Check Stock
101,c,Ship Goods
101,e,Send Invoice
101,f,Receive Payment
101,g,Archive Order
102,a,Receive Order
102,b,Check Stock
102,c,Ship Goods
102,e,Send Invoice
102,f,Receive Payment
102,g,Archive Order
103,a,Receive Order
103,b,Check Stock
103,c,Ship Goods
103,e,Send Invoice
103,f,Receive Payment
103,g,Archive Order
104,a,Receive Order
104,b,Check Stock
104,c,Ship Goods
104,e,Send Invoice
104,f,Receive Payment
104,g,Archive Order
105,a,Receive Order
105,b,Check Stock
105,c,Ship Goods
105,e,Send Invoice
105,f,Receive Payment
105,g,Archive Order
106,a,Receive Order
106,b,Check Stock
106,d,Reorder Stock
106,e,Send Invoice
106,f,Receive Payment
106,g,Archive Order
107,a,Receive Order
107,b,Check Stock
107,d,Reorder Stock
107,e,Send Invoice
107,f,Receive Payment
107,g,Archive Order
108,a,Receive Order
108,b,Check Stock
108,c,Ship Goods
108,e,Send Invoice
108,f,Receive Payment
108,g,Archive Order
109,a,Receive Order
109,b,Check Stock
109,d,Reorder Stock
109,e,Send Invoice
109,f,Receive Payment
109,g,Archive Order
110,a,Receive Order
110,b,Check Stock
110,c,Ship Goods
110,e,Send Invoice
110,f,Receive Payment
110,g,Archive Order
111,a,Receive Order
111,b,Check Stock
111,c,Ship Goods
111,e,Send Invoice
111,f,Receive Payment
111,g,Archive Order
112,a,Receive Order
112,b,Check Stock
112,c,Ship Goods
112,e,Send Invoice
112,f,Receive Payment
112,g,Archive Order
113,a,Receive Order
113,b,Check Stock
113,d,Reorder Stock
113,e,Send Invoice
113,f,Receive Payment
113,g,Archive Order
114,a,Receive Order
114,b,Check Stock
114,c,Ship Goods
114,e,Send Invoice
114,f,Receive Payment
114,g,Archive Order
115,a,Receive Order
115,b,Check Stock
115,c,Ship Goods
115,e,Send Invoice
115,f,Receive Payment
115,g,Archive Order
116,a,Receive Order
116,b,Check Stock
116,d,Reorder Stock
116,e,Send Invoice
116,f,Receive Payment
116,g,Archive Order
117,a,Receive Order
117,b,Check Stock
117,c,Ship Goods
117,e,Send Invoice
117,f,Receive Payment
117,g,Archive Order
118,a,Receive Order
118,b,Check Stock
118,c,Ship Goods
118,e,Send Invoice
118,f,Receive Payment
118,g,Archive Order
119,a,Receive Order
119,b,Check Stock
119,d,Reorder Stock
119,e,Send Invoice
119,f,Receive Payment
119,g,Archive Order
120,a,Receive Order
120,b,Check Stock
120,d,Reorder Stock
120,e,Send Invoice
120,f,Receive Payment
120,g,Archive Order
121,a,Receive Order
121,b,Check Stock
121,d,Reorder Stock
121,e,Send Invoice
121,f,Receive Payment
121,g,Archive Order
122,a,Receive Order
122,b,Check Stock
122,c,Ship Goods
122,e,Send Invoice
122,f,Receive Payment
122,g,Archive Order
123,a,Receive Order
123,b,Check Stock
123,d,Reorder Stock
123,e,Send Invoice
123,f,Receive Payment
123,g,Archive Order
124,a,Receive Order
124,b,Check Stock
124,c,Ship Goods
124,e,Send Invoice
124,f,Receive Payment
124,g,Archive Order
125,a,Receive Order
125,b,Check Stock
125,d,Reorder Stock
125,e,Send Invoice
125,f,Receive Payment
125,g,Archive Order
126,a,Receive Order
126,b,Check Stock
126,c,Ship Goods
126,e,Send Invoice
126,f,Receive Payment
126,g,Archive Order
127,a,Receive Order
127,b,Check Stock
127,c,Ship Goods
127,e,Send Invoice
127,f,Receive Payment
127,g,Archive Order
128,a,Receive Order
128,b,Check Stock
128,c,Ship Goods
128,e,Send Invoice
128,f,Receive Payment
128,g,Archive Order
129,a,Receive Order
129,b,Check Stock
129,c,Ship Goods
129,e,Send Invoice
129,f,Receive Payment
129,g,Archive Order
130,a,Receive Order
130,b,Check Stock
130,c,Ship Goods
130,e,Send Invoice
130,f,Receive Payment
130,g,Archive Order
131,a,Receive Order
131,b,Check Stock
131,c,Ship Goods
131,e,Send Invoice
131,f,Receive Payment
131,g,Archive Order
132,a,Receive Order
132,b,Check Stock
132,d,Reorder Stock
132,e,Send Invoice
132,f,Receive Payment
132,g,Archive Order
133,a,Receive Order
133,b,Check Stock
133,c,Ship Goods
133,e,Send Invoice
133,f,Receive Payment
133,g,Archive Order
134,a,Receive Order
134,b,Check Stock
134,c,Ship Goods
134,e,Send Invoice
134,f,Receive Payment
134,g,Archive Order
135,a,Receive Order
135,b,Check Stock
135,c,Ship Goods
135,e,Send Invoice
135,f,Receive Payment
135,g,Archive Order
136,a,Receive Order
136,b,Check Stock
136,d,Reorder Stock
136,e,Send Invoice
136,f,Receive Payment
136,g,Archive Order
137,a,Receive Order
137,b,Check Stock
137,c,Ship Goods
137,e,Send Invoice
137,f,Receive Payment
137,g,Archive Order
138,a,Receive Order
138,b,Check Stock
138,c,Ship Goods
138,e,Send Invoice
138,f,Receive Payment
138,g,Archive Order
139,a,Receive Order
139,b,Check Stock
139,c,Ship Goods
139,e,Send Invoice
139,f,Receive Payment
139,g,Archive Order
140,a,Receive Order
140,b,Check Stock
140,d,Reorder Stock
140,e,Send Invoice
140,f,Receive Payment
140,g,Archive Order
141,a,Receive Order
141,b,Check Stock
141,c,Ship Goods
141,e,Send Invoice
141,f,Receive Payment
141,g,Archive Order
142,a,Receive Order
142,b,Check Stock
142,c,Ship Goods
142,e,Send Invoice
142,f,Receive Payment
142,g,Archive Order
143,a,Receive Order
143,b,Check Stock
143,c,Ship Goods
143,e,Send Invoice
143,f,Receive Payment
143,g,Archive Order
144,a,Receive Order
144,b,Check Stock
144,c,Ship Goods
144,e,Send Invoice
144,f,Receive Payment
144,g,Archive Order
145,a,Receive Order
145,b,Check Stock
145,c,Ship Goods
145,e,Send Invoice
145,f,Receive Payment
145,g,Archive Order
146,a,Receive Order
146,b,Check Stock
146,d,Reorder Stock
146,e,Send Invoice
146,f,Receive Payment
146,g,Archive Order
147,a,Receive Order
147,b,Check Stock
147,d,Reorder Stock
147,e,Send Invoice
147,f,Receive Payment
147,g,Archive Order
148,a,Receive Order
148,b,Check Stock
148,c,Ship Goods
148,e,Send Invoice
148,f,Receive Payment
148,g,Archive Order
149,a,Receive Order
149,b,Check Stock
149,d,Reorder Stock
149,e,Send Invoice
149,f,Receive Payment
149,g,Archive Order
150,a,Receive Order
150,b,Check Stock
150,c,Ship Goods
150,e,Send Invoice
150,f,Receive Payment
150,g,Archive Order
151,a,Receive Order
151,b,Check Stock
151,c,Ship Goods
151,e,Send Invoice
151,f,Receive Payment
151,g,Archive Order
152,a,Receive Order
152,b,Check Stock
152,c,Ship Goods
152,e,Send Invoice
152,f,Receive Payment
152,g,Archive Order
153,a,Receive Order
153,b,Check Stock
153,c,Ship Goods
153,e,Send Invoice
153,f,Receive Payment
153,g,Archive Order
154,a,Receive Order
154,b,Check Stock
154,c,Ship Goods
154,e,Send Invoice
154,f,Receive Payment
154,g,Archive Order
155,a,Receive Order
155,b,Check Stock
155,c,Ship Goods
155,e,Send Invoice
155,f,Receive Payment
155,g,Archive Order
156,a,Receive Order
156,b,Check Stock
156,c,Ship Goods
156,e,Send Invoice
156,f,Receive Payment
156,g,Archive Order
157,a,Receive Order
157,b,Check Stock
157,d,Reorder Stock
157,e,Send Invoice
157,f,Receive Payment
157,g,Archive Order
158,a,Receive Order
158,b,Check Stock
158,c,Ship Goods
158,e,Send Invoice
158,f,Receive Payment
158,g,Archive Order
159,a,Receive Order
159,b,Check Stock
159,d,Reorder Stock
159,e,Send Invoice
159,f,Receive Payment
159,g,Archive Order
160,a,Receive Order
160,b,Check Stock
160,c,Ship Goods
160,e,Send Invoice
160,f,Receive Payment
160,g,Archive Order
161,a,Receive Order
161,b,Check Stock
161,c,Ship Goods
161,e,Send Invoice
161,f,Receive Payment
161,g,Archive Order
162,a,Receive Order
162,b,Check Stock
162,d,Reorder Stock
162,e,Send Invoice
162,f,Receive Payment
162,g,Archive Order
163,a,Receive Order
163,b,Check Stock
163,d,Reorder Stock
163,e,Send Invoice
163,f,Receive Payment
163,g,Archive Order
164,a,Receive Order
164,b,Check Stock
164,c,Ship Goods
164,e,Send Invoice
164,f,Receive Payment
164,g,Archive Order
165,a,Receive Order
165,b,Check Stock
165,c,Ship Goods
165,e,Send Invoice
165,f,Receive Payment
165,g,Archive Order
166,a,Receive Order
166,b,Check Stock
166,c,Ship Goods
166,e,Send Invoice
166,f,Receive Payment
166,g,Archive Order
167,a,Receive Order
167,b,Check Stock
167,c,Ship Goods
167,e,Send Invoice
167,f,Receive Payment
167,g,Archive Order
168,a,Receive Order
168,b,Check Stock
168,d,Reorder Stock
168,e,Send Invoice
168,f,Receive Payment
168,g,Archive Order
169,a,Receive Order
169,b,Check Stock
169,d,Reorder Stock
169,e,Send Invoice
169,f,Receive Payment
169,g,Archive Order
170,a,Receive Order
170,b,Check Stock
170,c,Ship Goods
170,e,Send Invoice
170,f,Receive Payment
170,g,Archive Order
171,a,Receive Order
171,b,Check Stock
171,c,Ship Goods
171,e,Send Invoice
171,f,Receive Payment
171,g,Archive Order
172,a,Receive Order
172,b,Check Stock
172,c,Ship Goods
172,e,Send Invoice
172,f,Receive Payment
172,g,Archive Order
173,a,Receive Order
173,b,Check Stock
173,c,Ship Goods
173,e,Send Invoice
173,f,Receive Payment
173,g,Archive Order
174,a,Receive Order
174,b,Check Stock
174,c,Ship Goods
174,e,Send Invoice
174,f,Receive Payment
174,g,Archive Order
175,a,Receive Order
175,b,Check Stock
175,d,Reorder Stock
175,e,Send Invoice
175,f,Receive Payment
175,g,Archive Order
176,a,Receive Order
176,b,Check Stock
176,c,Ship Goods
176,e,Send Invoice
176,f,Receive Payment
176,g,Archive Order
177,a,Receive Order
177,b,Check Stock
177,c,Ship Goods
177,e,Send Invoice
177,f,Receive Payment
177,g,Archive Order
178,a,Receive Order
178,b,Check Stock
178,c,Ship Goods
178,e,Send Invoice
178,f,Receive Payment
178,g,Archive Order
179,a,Receive Order
179,b,Check Stock
179,d,Reorder Stock
179,e,Send Invoice
179,f,Receive Payment
179,g,Archive Order
180,a,Receive Order
180,b,Check Stock
180,c,Ship Goods
180,e,Send Invoice
180,f,Receive Payment
180,g,Archive Order
181,a,Receive Order
181,b,Check Stock
181,c,Ship Goods
181,e,Send Invoice
181,f,Receive Payment
181,g,Archive Order
182,a,Receive Order
182,b,Check Stock
182,d,Reorder Stock
182,e,Send Invoice
182,f,Receive Payment
182,g,Archive Order
183,a,Receive Order
183,b,Check Stock
183,d,Reorder Stock
183,e,Send Invoice
183,f,Receive Payment
183,g,Archive Order
184,a,Receive Order
184,b,Check Stock
184,d,Reorder Stock
184,e,Send Invoice
184,f,Receive Payment
184,g,Archive Order
185,a,Receive Order
185,b,Check Stock
185,c,Ship Goods
185,e,Send Invoice
185,f,Receive Payment
185,g,Archive Order
186,a,Receive Order
186,b,Check Stock
186,c,Ship Goods
186,e,Send Invoice
186,f,Receive Payment
186,g,Archive Order
187,a,Receive Order
187,b,Check Stock
187,c,Ship Goods
187,e,Send Invoice
187,f,Receive Payment
187,g,Archive Order
188,a,Receive Order
188,b,Check Stock
188,c,Ship Goods
188,e,Send Invoice
188,f,Receive Payment
188,g,Archive Order
189,a,Receive Order
189,b,Check Stock
189,c,Ship Goods
189,e,Send Invoice
189,f,Receive Payment
189,g,Archive Order
190,a,Receive Order
190,b,Check Stock
190,c,Ship Goods
190,e,Send Invoice
190,f,Receive Payment
190,g,Archive Order
191,a,Receive Order
191,b,Check Stock
191,d,Reorder Stock
191,e,Send Invoice
191,f,Receive Payment
191,g,Archive Order
192,a,Receive Order
192,b,Check Stock
192,d,Reorder Stock
192,e,Send Invoice
192,f,Receive Payment
192,g,Archive Order
193,a,Receive Order
193,b,Check Stock
193,c,Ship Goods
193,e,Send Invoice
193,f,Receive Payment
193,g,Archive Order
194,a,Receive Order
194,b,Check Stock
194,d,Reorder Stock
194,e,Send Invoice
194,f,Receive Payment
194,g,Archive Order
195,a,Receive Order
195,b,Check Stock
195,c,Ship Goods
195,e,Send Invoice
195,f,Receive Payment
195,g,Archive Order
196,a,Receive Order
196,b,Check Stock
196,c,Ship Goods
196,e,Send Invoice
196,f,Receive Payment
196,g,Archive Order
197,a,Receive Order
197,b,Check Stock
197,c,Ship Goods
197,e,Send Invoice
197,f,Receive Payment
197,g,Archive Order
198,a,Receive Order
198,b,Check Stock
198,c,Ship Goods
198,e,Send Invoice
198,f,Receive Payment
198,g,Archive Order
199,a,Receive Order
199,b,Check Stock
199,d,Reorder Stock
199,e,Send Invoice
199,f,Receive Payment
199,g,Archive Order
200,a,Receive Order
200,b,Check Stock
200,c,Ship Goods
200,e,Send Invoice
200,f,Receive Payment
200,g,Archive Order
